a_a_project,project_start_year,project_end_year,project_duration_year,mis_code_nsrf_2007_20,rtdi_sector,rtdi_subsector,scientific_field,type_of_beneficiary,type_of_research_organization,role_of_beneficiary,region,final_projects_budget_at_the_end_of_the_project,final_public_expenditure_at_the_end,pct_absorption_rate_per_budget,pct_absorption_rate_per_public_expenditure,indicator_1_new_jobs_ipa,indicator_3_new_jobs_womens_ipa,indicator_4_number_of_rdti_projects,indicator_5_num_coop_company_research_instit,indicator_6_num_of_research_job_ipa,indicator_9_num_of_jobs_ipa_smes,indicator_10_induced_investments,indicator_501_jobs_dur_the_operat_ipa,indicator_3103_num_company_res_lab_busin_collab,indicator_3104_num_new_business_rtd,indicator_3106_num_company_benef,indicator_3107_num_smes_com_benef,indicator_3110_num_of_smes_benef,indicator_3111_num_spin_off_spin_outs,indicator_3112_num_of_joint_project_other_countries,indicator_3115_num_of_patent,indicator_3121_num_of_lab_supp,indicator_3204_num_of_business_will_be_supported,indicator_6913_num_res_part,indicator_8004_stud_research_evaluat,indicator_8009_num_events,gdp_region_start_year,gdp_region_end_year,gdp_region_per_person_start_year,gdp_region_per_person_end_year,gross_value_added_region_start_year,gross_value_added_region_end_year,employment_region_start_year,employment_region_end_year,employment_r_d_number_region_start_year,employment_r_d_number_region_end_year,employment_r_d_ipa_region_start_year,employment_r_d_ipa_region_end_year,researchers_number_region_start_year,researchers_numbers_region_end_year,researchers_ipa_region_start_year,researchers_ipa_region_end_year,number_of_business_region_start_year,number_of_business_region_end_year,educational_institution_per_region,research_center_per_region,r_d_exp_region_start_year,r_d_exp_region_end_year,r_d_per_inhabitant_region_2015,r_d_exp_int_region_start_year,r_d_exp_int_region_end_year,intensity_r_d_exp_start_year,intensity_r_d_exp_end_year,percent_innov_busi_region_2010_2012,percent_company_innov_prod_region_2010_2012,exp_innov_act_region_2012,rate_busin_region_newproducts,rate_turnover_innovative_products_region_2012,rate_busin_region_collaborations_with_any_organiz,rate_busin_region_innovating_or_marketing_2012_2014,numb_sc_pub_per_million_rd_region_2011,numb_sc_pub_per_ipa_region_2011,impact_index_of_publications_by_region_2010_2014,numb_sc_pub_per_million_rd_region_2010_2014,numb_sc_pub_per_ipa_region_2015,numb_sc_pub_per_region_2010_2014,numb_report_sc_pub_region_2010_2014,numb_inter_collab_per_region_2010_2014,numb_sc_pub_per_region_2012_2016,numb_sc_pub_per_region_2012_2016_1,numb_sc_pub_per_region_2012_2016_2,numb_sc_pub_per_region_2014_2016,nuts_id,region_el,lat,lon
21,2010,2016,6,310951,Social and Economic Development Dimension,Human and Social Capital,Social Sciences,Research institution,Universities/Technological Education Institutes,Coordinator,Western Greece,162369.72,162369.72,0.9473145857642941,,1.45,0.0,0.51,0.51,4.35,0.0,0.0,4.35,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,10524,7832,15217,11758,9284,6831,277212.3,252105.2,3980,7013,2133,2994,3290,4410,331,510,60765,96579,3,5,80.94,106.93,158.8,0.007690992018244014,0.013652962206332993,0.0011469023185100723,0.0018973442288049028,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,52.6,2.8,5629,28471,2235,5628,5752,35634,43969,EL63,Δυτική Ελλάδα,38.25,21.73
22,2010,2016,6,311018,Social and Economic Development Dimension,Human and Social Capital,Social Sciences,Research institution,Universities/Technological Education Institutes,Partner,Attica,55817.82,55817.82,0.9594647277227722,,0.56,0.0,0.17,0.17,1.67,0.0,0.0,1.67,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
23,2010,2016,6,311019,Social and Economic Development Dimension,Human and Social Capital,Social Sciences,Research institution,Universities/Technological Education Institutes,Partner,Western Greece,82770.66,82770.66,0.7260584210526316,,0.68,0.0,0.25,0.25,2.03,0.0,0.0,2.03,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,10524,7832,15217,11758,9284,6831,277212.3,252105.2,3980,7013,2133,2994,3290,4410,331,510,60765,96579,3,5,80.94,106.93,158.8,0.007690992018244014,0.013652962206332993,0.0011469023185100723,0.0018973442288049028,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,52.6,2.8,5629,28471,2235,5628,5752,35634,43969,EL63,Δυτική Ελλάδα,38.25,21.73
24,2010,2016,6,311020,Social and Economic Development Dimension,Human and Social Capital,Social Sciences,Research institution,Universities/Technological Education Institutes,Partner,Attica,19243.98,19243.98,0.5895827205882352,,0.28,0.0,0.06,0.06,0.83,0.0,0.0,0.83,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
25,2010,2016,6,311021,"Agriculture-Fisheries-Livestock Farming-Food and 
Biotechnology","Exploitation of biotechnology for the sustainable production and management of natural, marine and livestock",Engineering Sciences,Research institution,Universities/Technological Education Institutes,Partner,Western Greece,44119.3,44119.3,0.5656320512820513,,0.39,0.0,0.07,0.07,1.57,0.0,0.0,1.57,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,10524,7832,15217,11758,9284,6831,277212.3,252105.2,3980,7013,2133,2994,3290,4410,331,510,60765,96579,3,5,80.94,106.93,158.8,0.007690992018244014,0.013652962206332993,0.0011469023185100723,0.0018973442288049028,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,52.6,2.8,5629,28471,2235,5628,5752,35634,43969,EL63,Δυτική Ελλάδα,38.25,21.73
26,2010,2016,6,311253,"Agriculture-Fisheries-Livestock Farming-Food and 
Biotechnology","Exploitation of biotechnology for the sustainable production and management of natural, marine and livestock",Engineering Sciences,Research institution,Universities/Technological Education Institutes,Coordinator,Western Greece,127625.23,127625.23,0.9893428682170542,,0.78,0.0,0.2,0.2,3.1,0.0,0.0,3.1,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,10524,7832,15217,11758,9284,6831,277212.3,252105.2,3980,7013,2133,2994,3290,4410,331,510,60765,96579,3,5,80.94,106.93,158.8,0.007690992018244014,0.013652962206332993,0.0011469023185100723,0.0018973442288049028,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,52.6,2.8,5629,28471,2235,5628,5752,35634,43969,EL63,Δυτική Ελλάδα,38.25,21.73
27,2010,2016,6,311500,Energy,Use of RES for heating and cooling,Engineering Sciences,Business,0,Coordinator,Attica,260883.40000000002,129659.74,0.9376975526297818,,1.39,0.0,0.49,0.49,4.16,0.0,0.26,4.16,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
28,2010,2016,6,311501,Energy,Use of RES for heating and cooling,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Partner,Thessaly,101450.15,101450.15,0.9946093137254901,,0.32,0.0,0.19,0.19,0.95,0.0,0.0,0.95,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,10765,8843,14404,12152,10564,7713,304954.5,286686.7,5499,3714,2165,1953,2392,2473,1070,1467,72417,112596,2,4,42.41,59.91,81.7,0.003939619136089177,0.006774850163971503,0.0001040408732001858,0.0002827094877304082,0.495,0.331,0.0021,0.079,0.047,0.179,0.438,54.8,2.6,4.58,53.5,2.2,3205,14665,1238,3358,3525,19012,22469,EL61,Θεσσαλία,39.64,22.42
29,2010,2016,6,311502,Energy,Use of RES for heating and cooling,Engineering Sciences,Research institution,Research Center,Partner,Thessaly,89651.1,89651.1,0.8789323529411766,,0.96,0.0,0.17,0.17,2.88,0.0,0.0,2.88,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,10765,8843,14404,12152,10564,7713,304954.5,286686.7,5499,3714,2165,1953,2392,2473,1070,1467,72417,112596,2,4,42.41,59.91,81.7,0.003939619136089177,0.006774850163971503,0.0001040408732001858,0.0002827094877304082,0.495,0.331,0.0021,0.079,0.047,0.179,0.438,54.8,2.6,4.58,53.5,2.2,3205,14665,1238,3358,3525,19012,22469,EL61,Θεσσαλία,39.64,22.42
30,2010,2016,6,311503,Energy,Use of RES for heating and cooling,Engineering Sciences,Research institution,Research Center,Partner,Crete,84378.41,84378.41,0.8272393137254902,,0.5,0.0,0.16,0.16,1.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,10863,8606,17377,13611,9584,7506,278695.3,266486.1,6180,6793,3671,4048,4168,3981,2489,2498,68528,129132,3,4,106.1,134.72,213.3,0.009767099327994107,0.015654194747850337,0.0005983614102918163,0.0010736695328840344,0.652,0.506,0.0035,0.107,0.094,0.075,0.482,55.3,2.7,7.5,51.9,2.8,6995,52469,4062,7210,7368,70590,78674,EL43,Κρήτη,35.24,24.81
31,2010,2016,6,311504,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Business,0,Coordinator,Eastern Macedonia & Thrace,261505.93,147403.82,0.9279248664031395,,1.94,0.0,0.48,0.48,7.75,0.0,0.26,7.75,1.0,0,1,0,0,0,0.0,1.0,0,0,0,0,0,9160,6983,14996,11277,8081,5938,238668.2,231101.1,3554,3628,945,1126,2180,2070,1509,1726,59595,90477,2,1,46.25,47.06,77.6,0.005049126637554585,0.006739223829299729,0.0014989082969432315,0.0008148360303594444,0.369,0.212,0.0036,0.091,0.084,0.096,0.281,52.7,2.4,4.44,55.1,2.3,2591,11510,787,2618,2760,16049,17844,EL51,Ανατολική Μακεδονία και Θράκη,41.12,24.89
32,2010,2016,6,311505,Energy,Electricity from renewable sources,Natural sciences,Research institution,Universities/Technological Education Institutes,Coordinator,Central Makedonia,215921.91,215921.91,0.9034389539748954,,1.45,0.0,0.59,0.59,5.82,0.0,0.0,5.82,0.0,0,0,0,0,0,0.0,2.0,0,0,0,0,0,30136,23801,17881,14639,26587,20760,769608.6,719161.3,11952,14915,6347,7624,8553,10699,4560,5958,191292,240711,5,4,193.33,201.44,106.4,0.0064152508627555085,0.008463509936557288,0.0015758561189275287,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
33,2010,2016,6,311506,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Partner,Western Greece,105515.43,105515.43,0.9592311818181818,,0.76,0.0,0.19,0.19,3.05,0.0,0.0,3.05,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,10524,7832,15217,11758,9284,6831,277212.3,252105.2,3980,7013,2133,2994,3290,4410,331,510,60765,96579,3,5,80.94,106.93,158.8,0.007690992018244014,0.013652962206332993,0.0011469023185100723,0.0018973442288049028,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,52.6,2.8,5629,28471,2235,5628,5752,35634,43969,EL63,Δυτική Ελλάδα,38.25,21.73
34,2010,2016,6,311507,Energy,Electricity from renewable sources,Natural sciences,Research institution,Universities/Technological Education Institutes,Partner,Central Makedonia,148685.58,148685.58,0.7148345192307691,,1.04,0.0,0.41,0.41,4.17,0.0,0.0,4.17,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,30136,23801,17881,14639,26587,20760,769608.6,719161.3,11952,14915,6347,7624,8553,10699,4560,5958,191292,240711,5,4,193.33,201.44,106.4,0.0064152508627555085,0.008463509936557288,0.0015758561189275287,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
35,2010,2016,6,311508,Energy,Electricity from renewable sources,Natural sciences,Business,0,Partner,Central Makedonia,736.64,147.93,0.005139468359729296,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,30136,23801,17881,14639,26587,20760,769608.6,719161.3,11952,14915,6347,7624,8553,10699,4560,5958,191292,240711,5,4,193.33,201.44,106.4,0.0064152508627555085,0.008463509936557288,0.0015758561189275287,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
36,2010,2016,6,311509,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Research institution,Research Center,Partner,Western Greece,181386.83,181386.83,0.8637468095238094,,1.14,0.0,0.33,0.34,4.57,0.0,0.0,4.57,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,10524,7832,15217,11758,9284,6831,277212.3,252105.2,3980,7013,2133,2994,3290,4410,331,510,60765,96579,3,5,80.94,106.93,158.8,0.007690992018244014,0.013652962206332993,0.0011469023185100723,0.0018973442288049028,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,52.6,2.8,5629,28471,2235,5628,5752,35634,43969,EL63,Δυτική Ελλάδα,38.25,21.73
37,2010,2016,6,311510,Information and Communication Technologies,Communications Networks and Infrastructure for the Development of Information Services,Natural sciences,Business,0,Coordinator,Attica,131940.74,81803.26,0.5811650545307186,,0.65,0.0,0.11,0.11,2.07,0.0,0.13,2.07,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
38,2010,2016,6,311511,Information and Communication Technologies,Communications Networks and Infrastructure for the Development of Information Services,Natural sciences,Business,0,Partner,Attica,447040.46,277165.07,0.8225820851580613,,2.44,0.0,0.36,0.36,7.73,0.0,0.45,7.73,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
39,2010,2016,6,311512,Information and Communication Technologies,Communications Networks and Infrastructure for the Development of Information Services,Natural sciences,Research institution,Universities/Technological Education Institutes,Partner,Peloponnese,224521.1,224521.1,0.8334116555308092,,2.19,0.0,0.18,0.18,6.95,0.0,0.0,6.95,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,9515,7934,16153,13677,8394,6920,238590.3,234479.7,1538,2296,864,1247,785,1371,411,820,59827,111228,2,1,23.33,31.14,53.4,0.0024519180241723594,0.003924880262162844,0.0007493431424067262,0.00041215023947567433,0.491,0.275,0.0075,0.107,0.019,0.069,0.427,12.5,0.8,3.84,12.8,0.5,399,1534,164,446,487,2338,4038,EL65,Πελοπόννησος,37.5,22.37
40,2010,2016,6,311513,Information and Communication Technologies,Communications Networks and Infrastructure for the Development of Information Services,Natural sciences,Research institution,Research Center,Partner,Attica,219014.23,219014.23,0.9733965777777778,,2.05,0.18,0.18,0.18,6.48,0.0,0.0,6.48,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
41,2010,2016,6,311514,Information and Communication Technologies,Communications Networks and Infrastructure for the Development of Information Services,Natural sciences,Research institution,Universities/Technological Education Institutes,Partner,Attica,214573.74,214573.74,0.9536610666666666,,2.08,0.17,0.17,0.0,6.58,0.0,0.0,6.58,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
42,2010,2016,6,311515,High-Value Added Products and Production Technologies focusing on Traditional Industries,Environmentally friendly products and processes - industrial biotechnology,Medical Sciences,Research institution,Research Center,Coordinator,Attica,679455.87,679455.87,0.9868640087145969,,3.82,0.0,0.29,0.29,15.91,0.0,0.0,15.91,0.0,4,0,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
43,2010,2016,6,311516,High-Value Added Products and Production Technologies focusing on Traditional Industries,Environmentally friendly products and processes - industrial biotechnology,Medical Sciences,Research institution,Universities/Technological Education Institutes,Partner,Attica,202384.16,202384.16,0.9085708641975309,,1.41,0.0,0.09,0.09,5.88,0.0,0.0,5.88,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
44,2010,2016,6,311517,High-Value Added Products and Production Technologies focusing on Traditional Industries,Environmentally friendly products and processes - industrial biotechnology,Medical Sciences,Research institution,Research Center,Partner,Thessaly,149404.45,149404.45,0.9485996825396826,,0.75,0.0,0.06,0.06,3.14,0.0,0.0,3.14,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,10765,8843,14404,12152,10564,7713,304954.5,286686.7,5499,3714,2165,1953,2392,2473,1070,1467,72417,112596,2,4,42.41,59.91,81.7,0.003939619136089177,0.006774850163971503,0.0001040408732001858,0.0002827094877304082,0.495,0.331,0.0021,0.079,0.047,0.179,0.438,54.8,2.6,4.58,53.5,2.2,3205,14665,1238,3358,3525,19012,22469,EL61,Θεσσαλία,39.64,22.42
45,2010,2016,6,311518,High-Value Added Products and Production Technologies focusing on Traditional Industries,Environmentally friendly products and processes - industrial biotechnology,Medical Sciences,Business,0,Partner,Attica,952116.41,476058.21,0.9795436316872428,,1.56,0.0,0.04,0.4,6.5,0.0,0.95,6.5,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
46,2010,2016,6,311521,High-Value Added Products and Production Technologies focusing on Traditional Industries,Environmentally friendly products and processes - industrial biotechnology,Medical Sciences,Business,0,Partner,Attica,368223.87,294579.1,0.9091947407407407,,0.79,0.0,0.16,0.16,3.28,0.0,0.37,3.28,1.0,0,1,0,0,0,0.0,0.5,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
47,2010,2016,6,312131,Nanotechnology - Nanoscience and Microelectronics,Nanotechnology and nanosciences,Engineering Sciences,Research institution,Research Center,Coordinator,Attica,128586.91,128586.91,0.9524956296296296,,1.73,0.0,0.32,0.32,3.9,0.0,0.0,3.9,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
48,2010,2016,6,312132,Nanotechnology - Nanoscience and Microelectronics,Nanotechnology and nanosciences,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Partner,Attica,108570.37,108570.37,0.9440901739130434,,2.27,0.0,0.27,0.27,5.12,0.0,0.0,5.12,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
49,2010,2016,6,312133,Nanotechnology - Nanoscience and Microelectronics,Nanotechnology and nanosciences,Engineering Sciences,Business,0,Partner,Attica,167014.47999999998,97303.98,0.7261499130434782,,2.0,0.0,0.41,0.41,4.5,0.0,0.0,4.5,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
50,2010,2016,6,312135,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Coordinator,Central Makedonia,238674.81,238674.81,0.841886455026455,,2.28,0.0,0.47,0.47,6.84,0.0,0.0,6.84,0.0,0,0,0,0,0,0.0,2.0,0,0,0,0,0,30136,23801,17881,14639,26587,20760,769608.6,719161.3,11952,14915,6347,7624,8553,10699,4560,5958,191292,240711,5,4,193.33,201.44,106.4,0.0064152508627555085,0.008463509936557288,0.0015758561189275287,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
51,2010,2016,6,312137,Transportation,Development and use of intelligent transport systems,Engineering Sciences,Business,0,Coordinator,Attica,166911.7,85540.13,0.9843813399386648,,2.44,0.0,0.66,0.66,2.44,0.0,0.17,2.44,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,108739,83007,27199,21975,95933,72400,1823822.3,1713069.0,28413,47427,16137,24426,18664,29384,11176,17031,414397,342990,12,26,774.39,966.92,252.9,0.007121547926686837,0.011648656137434191,0.0033611675663745297,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
52,2010,2016,6,312138,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Partner,Western Greece,54363.77,54363.77,0.9707816071428571,,0.56,0.0,0.11,0.11,1.47,0.0,0.0,1.67,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,10524,7832,15217,11758,9284,6831,277212.3,252105.2,3980,7013,2133,2994,3290,4410,331,510,60765,96579,3,5,80.94,106.93,158.8,0.007690992018244014,0.013652962206332993,0.0011469023185100723,0.0018973442288049028,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,52.6,2.8,5629,28471,2235,5628,5752,35634,43969,EL63,Δυτική Ελλάδα,38.25,21.73
53,2010,2016,6,312139,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Research institution,Research Center,Partner,Western Greece,44492.87,44492.87,0.6356124285714286,,0.46,0.0,0.09,0.09,1.38,0.0,0.0,1.38,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,10524,7832,15217,11758,9284,6831,277212.3,252105.2,3980,7013,2133,2994,3290,4410,331,510,60765,96579,3,5,80.94,106.93,158.8,0.007690992018244014,0.013652962206332993,0.0011469023185100723,0.0018973442288049028,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,52.6,2.8,5629,28471,2235,5628,5752,35634,43969,EL63,Δυτική Ελλάδα,38.25,21.73
54,2010,2016,6,312140,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Business,0,Partner,Western Greece,63494.4,33150.25,0.3943751552795031,,0.71,0.0,0.12,0.12,2.13,0.0,0.06,2.13,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,10524,7832,15217,11758,9284,6831,277212.3,252105.2,3980,7013,2133,2994,3290,4410,331,510,60765,96579,3,5,80.94,106.93,158.8,0.007690992018244014,0.013652962206332993,0.0011469023185100723,0.0018973442288049028,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,52.6,2.8,5629,28471,2235,5628,5752,35634,43969,EL63,Δυτική Ελλάδα,38.25,21.73
55,2010,2016,6,312141,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Business,0,Partner,Eastern Macedonia & Thrace,108955.54000000001,56015.08,0.8413555212355213,,1.02,0.0,0.21,0.21,3.07,0.0,0.11,3.07,1.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,9160,6983,14996,11277,8081,5938,238668.2,231101.1,3554,3628,945,1126,2180,2070,1509,1726,59595,90477,2,1,46.25,47.06,77.6,0.005049126637554585,0.006739223829299729,0.0014989082969432315,0.0008148360303594444,0.369,0.212,0.0036,0.091,0.084,0.096,0.281,52.7,2.4,4.44,55.1,2.3,2591,11510,787,2618,2760,16049,17844,EL51,Ανατολική Μακεδονία και Θράκη,41.12,24.89
